danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_id,track_name,artist_name,album_name
0.538,0.981,1,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,audio_features,0EYOdF5FCkgOJJla8DI2Md,spotify:track:0EYOdF5FCkgOJJla8DI2Md,https://api.spotify.com/v1/tracks/0EYOdF5FCkgOJJla8DI2Md,https://api.spotify.com/v1/audio-analysis/0EYOdF5FCkgOJJla8DI2Md,255467,4,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,Mezmerize
0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,audio_features,6oO7WMjD6kEvCITLbVj0mu,spotify:track:6oO7WMjD6kEvCITLbVj0mu,https://api.spotify.com/v1/tracks/6oO7WMjD6kEvCITLbVj0mu,https://api.spotify.com/v1/audio-analysis/6oO7WMjD6kEvCITLbVj0mu,189440,4,6oO7WMjD6kEvCITLbVj0mu,Hypnotize,System Of A Down,Hypnotize
0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,audio_features,4vAHXnJ5YWLq5hbIVzZS1h,spotify:track:4vAHXnJ5YWLq5hbIVzZS1h,https://api.spotify.com/v1/tracks/4vAHXnJ5YWLq5hbIVzZS1h,https://api.spotify.com/v1/audio-analysis/4vAHXnJ5YWLq5hbIVzZS1h,215440,4,4vAHXnJ5YWLq5hbIVzZS1h,Spiders,System Of A Down,System Of A Down
0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,audio_features,31RTFPrB7wmYBhlkM2ILXG,spotify:track:31RTFPrB7wmYBhlkM2ILXG,https://api.spotify.com/v1/tracks/31RTFPrB7wmYBhlkM2ILXG,https://api.spotify.com/v1/audio-analysis/31RTFPrB7wmYBhlkM2ILXG,153800,4,31RTFPrB7wmYBhlkM2ILXG,Sugar,System Of A Down,System Of A Down
0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,audio_features,40rvBMQizxkIqnjPdEWY1v,spotify:track:40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v,279213,4,40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,Disturbed,The Sickness
0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,audio_features,59WN2psjkt1tyaxjspN8fp,spotify:track:59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,313573,4,59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition)
0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4,0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,Evil Empire
0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,audio_features,1MQTmpYOZ6fcMQc56Hdo7T,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,https://api.spotify.com/v1/tracks/1MQTmpYOZ6fcMQc56Hdo7T,https://api.spotify.com/v1/audio-analysis/1MQTmpYOZ6fcMQc56Hdo7T,205600,4,1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,The Battle Of Los Angeles
0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,audio_features,2rBHnIxbhkMGLpqmsNX91M,spotify:track:2rBHnIxbhkMGLpqmsNX91M,https://api.spotify.com/v1/tracks/2rBHnIxbhkMGLpqmsNX91M,https://api.spotify.com/v1/audio-analysis/2rBHnIxbhkMGLpqmsNX91M,243453,4,2rBHnIxbhkMGLpqmsNX91M,Bombtrack,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition)
0.575,0.857,4,-3.961,1,0.155,0.0125,0.00229,0.145,0.623,117.413,audio_features,1XTGyfJeMiZXrZ1W3NolcB,spotify:track:1XTGyfJeMiZXrZ1W3NolcB,https://api.spotify.com/v1/tracks/1XTGyfJeMiZXrZ1W3NolcB,https://api.spotify.com/v1/audio-analysis/1XTGyfJeMiZXrZ1W3NolcB,294507,4,1XTGyfJeMiZXrZ1W3NolcB,Know Your Enemy,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition)
