danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_id,track_name,artist_name,album_name
0.829,0.582,7,-5.721,0,0.0415,0.525,0,0.0759,0.51,108.028,audio_features,6eSU1exzDvBEXmBRxspeh5,spotify:track:6eSU1exzDvBEXmBRxspeh5,https://api.spotify.com/v1/tracks/6eSU1exzDvBEXmBRxspeh5,https://api.spotify.com/v1/audio-analysis/6eSU1exzDvBEXmBRxspeh5,109373,4,6eSU1exzDvBEXmBRxspeh5,Shots,Lil Tecca,We Love You Tecca
0.825,0.649,11,-4.297,1,0.169,0.117,0,0.232,0.143,127.978,audio_features,4vVjPTApwXZwB2H3mBq3ml,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4,4vVjPTApwXZwB2H3mBq3ml,HOTEL LOBBY (Unc & Phew),Quavo,Only Built For Infinity Links
0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,audio_features,0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,196653,4,0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial
0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4,22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,Lil Mosey,Certified Hitmaker
0.751,0.756,9,-5.453,0,0.0375,0.257,0,0.0582,0.643,129.962,audio_features,6JATJXM3NhEpgvnGJKLQLo,spotify:track:6JATJXM3NhEpgvnGJKLQLo,https://api.spotify.com/v1/tracks/6JATJXM3NhEpgvnGJKLQLo,https://api.spotify.com/v1/audio-analysis/6JATJXM3NhEpgvnGJKLQLo,162528,4,6JATJXM3NhEpgvnGJKLQLo,Under Enemy Arms,Trippie Redd,!
0.684,0.693,4,-6.651,0,0.0339,0.00534,0,0.506,0.108,134.988,audio_features,1BpKJw4RZxaFB88NE5uxXf,spotify:track:1BpKJw4RZxaFB88NE5uxXf,https://api.spotify.com/v1/tracks/1BpKJw4RZxaFB88NE5uxXf,https://api.spotify.com/v1/audio-analysis/1BpKJw4RZxaFB88NE5uxXf,135122,4,1BpKJw4RZxaFB88NE5uxXf,ILoveUIHateU,Playboi Carti,Whole Lotta Red
0.884,0.675,5,-7.209,0,0.185,0.134,0,0.13,0.452,133.963,audio_features,7rEUuRanwV9piOwwPKxPIM,spotify:track:7rEUuRanwV9piOwwPKxPIM,https://api.spotify.com/v1/tracks/7rEUuRanwV9piOwwPKxPIM,https://api.spotify.com/v1/audio-analysis/7rEUuRanwV9piOwwPKxPIM,122693,4,7rEUuRanwV9piOwwPKxPIM,south to west,Gunna,DS4EVER
0.968,0.658,10,-5.127,0,0.224,0.173,0,0.0864,0.784,126.974,audio_features,4Z7XtjSL1fyFnd6bTYhEIQ,spotify:track:4Z7XtjSL1fyFnd6bTYhEIQ,https://api.spotify.com/v1/tracks/4Z7XtjSL1fyFnd6bTYhEIQ,https://api.spotify.com/v1/audio-analysis/4Z7XtjSL1fyFnd6bTYhEIQ,95306,4,4Z7XtjSL1fyFnd6bTYhEIQ,"Go Krazy, Go Stupid Freestyle",Lil Yachty,"Go Krazy, Go Stupid Freestyle"
0.596,0.594,2,-7.309,0,0.191,0.0239,0,0.125,0.354,161.985,audio_features,0c5qAIcNy3jNIxmZXllp4V,spotify:track:0c5qAIcNy3jNIxmZXllp4V,https://api.spotify.com/v1/tracks/0c5qAIcNy3jNIxmZXllp4V,https://api.spotify.com/v1/audio-analysis/0c5qAIcNy3jNIxmZXllp4V,142360,4,0c5qAIcNy3jNIxmZXllp4V,Ride,King Von,Welcome to O'Block
0.825,0.234,9,-14.202,1,0.495,0.235,9.54e-06,0.0696,0.18,77.487,audio_features,5mt882Eqx22RwFOTE01jS8,spotify:track:5mt882Eqx22RwFOTE01jS8,https://api.spotify.com/v1/tracks/5mt882Eqx22RwFOTE01jS8,https://api.spotify.com/v1/audio-analysis/5mt882Eqx22RwFOTE01jS8,111484,4,5mt882Eqx22RwFOTE01jS8,Sleazy Flow,SleazyWorld Go,Sleazy Flow
